Number,ID,DIVE.TIME,MAX.DEPTH,LUNGES,SURFACE.TIME,EXPOSURE,td,tu,lat,lon,turns,steps,var.head,medianRLrms,phase,dnum
25,bw10_251a,767,107,0,86,None,9/8/2010 16:20,9/8/2010 16:32,34.13836616,-119.929314,-1.81E-06,342.5457396,0.400324,0,post,25
26,bw10_251a,309,10,0,49,None,9/8/2010 16:34,9/8/2010 16:39,34.13766853,-119.9329349,NA,NA,0.054942,0,post,26
1,bw10_265a,419,246,0,100,None,9/22/2010 10:48,9/22/2010 10:55,33.80115357,-118.5194827,NA,530.2285152,0.320073,0,pre,1
2,bw10_265a,151,18,0,40,None,9/22/2010 10:56,9/22/2010 10:59,33.79930381,-118.5247648,0.851784844,336.7907763,0.017586,0,pre,2
3,bw10_265a,136,14,0,46,None,9/22/2010 10:59,9/22/2010 11:02,33.79643249,-118.525912,0.41167398,252.6102474,0.00727,0,pre,3
4,bw10_265a,95,17,0,58,None,9/22/2010 11:02,9/22/2010 11:04,33.79417211,-118.525671,0.13014439,200.1808847,0.051611,0,pre,4
5,bw10_265a,654,316,5,146,None,9/22/2010 11:05,9/22/2010 11:16,33.79241628,-118.5252038,0.906609314,149.8778792,0.787902,0,pre,5
6,bw10_265a,72,11,0,166,None,9/22/2010 11:18,9/22/2010 11:19,33.79183333,-118.5237434,-0.119666768,253.7641174,0.16053,0,pre,6
7,bw10_265a,568,309,4,159,None,9/22/2010 11:22,9/22/2010 11:32,33.7906072,-118.521431,-0.545480144,358.775432,0.645275,0,pre,7
8,bw10_265a,171,19,0,173,None,9/22/2010 11:34,9/22/2010 11:37,33.78771614,-118.5197171,0.594687253,288.4771089,0.077353,0,pre,8
9,bw10_265a,686,317,5,161,None,9/22/2010 11:40,9/22/2010 11:51,33.7864318,-118.5170089,-0.209558692,90.04388545,0.810262,0,pre,9
10,bw10_265a,234,16,0,69,None,9/22/2010 11:54,9/22/2010 11:58,33.78589325,-118.5162827,-1.610878008,276.7277915,0.061806,0,pre,10
11,bw10_265a,370,22,0,93,None,9/22/2010 11:59,9/22/2010 12:05,33.78409419,-118.5183468,1.922824771,880.420815,0.103169,0,pre,11
12,bw10_265a,436,25,0,162,None,9/22/2010 12:07,9/22/2010 12:14,33.78090015,-118.5096417,0.978383,275.1444463,0.233743,0,pre,12
13,bw10_265a,687,321,4,173,None,9/22/2010 12:17,9/22/2010 12:28,33.78223069,-118.5071356,1.927622778,961.7839596,0.247109,0,pre,13
14,bw10_265a,133,13,0,61,None,9/22/2010 12:31,9/22/2010 12:33,33.78747374,-118.515398,-0.586344945,281.9648449,0.001659,0,pre,14
15,bw10_265a,199,19,0,63,None,9/22/2010 12:34,9/22/2010 12:37,33.78986706,-118.5163959,-0.472257423,349.1061069,0.146434,0,pre,15
16,bw10_265a,236,84,0,53,None,9/22/2010 12:38,9/22/2010 12:42,33.79297436,-118.5158858,0.10306779,272.1985713,0.19644,0,pre,16
17,bw10_265a,308,35,0,63,None,9/22/2010 12:43,9/22/2010 12:48,33.79541821,-118.5157881,1.353930451,373.9496081,0.012632,0,pre,17
18,bw10_265a,464,26,0,164,None,9/22/2010 12:49,9/22/2010 12:57,33.79625583,-118.5197027,-0.363239194,550.8873103,0.020849,0,pre,18
19,bw10_265a,519,270,0,83,None,9/22/2010 13:00,9/22/2010 13:08,33.79911855,-118.5245603,-1.166566392,391.0368121,0.229469,0,pre,19
20,bw10_265a,362,21,0,118,None,9/22/2010 13:10,9/22/2010 13:16,33.80255565,-118.5236877,-0.887466921,600.5038264,0.030062,0,pre,20
21,bw10_265a,521,30,0,212,SimMFA,9/22/2010 13:18,9/22/2010 13:26,33.80503164,-118.5179201,0.019746143,553.3024236,0.010958,112.149016,during,21
22,bw10_265a,186,39,0,68,SimMFA,9/22/2010 13:30,9/22/2010 13:33,33.80740011,-118.5126611,-0.409027592,495.5904271,0.015804,127.374793,during,22
23,bw10_265a,412,218,0,100,SimMFA,9/22/2010 13:34,9/22/2010 13:41,33.80777948,-118.5073226,-0.495239424,410.6188067,0.218945,131.485497,during,23
24,bw10_265a,161,17,0,53,None,9/22/2010 13:43,9/22/2010 13:45,33.80629867,-118.5032568,-0.512177333,231.6443804,0.0062,0,post,24
25,bw10_265a,100,13,0,43,None,9/22/2010 13:46,9/22/2010 13:48,33.80463547,-118.5017518,0.094422873,565.9024835,0.189655,0,post,25
26,bw10_265a,392,227,0,123,None,9/22/2010 13:49,9/22/2010 13:55,33.80087802,-118.4976311,-0.111607207,806.9769571,0.223377,0,post,26
27,bw10_265a,188,20,0,51,None,9/22/2010 13:57,9/22/2010 14:00,33.79501005,-118.492509,-0.401461926,532.1108763,0.006587,0,post,27
28,bw10_265a,176,17,0,132,None,9/22/2010 14:01,9/22/2010 14:04,33.79035362,-118.4912095,-0.851337115,868.9807665,0.005997,0,post,28
29,bw10_265a,747,339,2,165,None,9/22/2010 14:06,9/22/2010 14:19,33.7839937,-118.4966557,-3.14E-05,775.3065059,0.157136,0,post,29
30,bw10_265a,113,10,0,64,None,9/22/2010 14:21,9/22/2010 14:23,33.77831951,-118.5015147,-1.21E-05,299.6849103,0.088167,0,post,30
31,bw10_265a,141,14,0,106,None,9/22/2010 14:24,9/22/2010 14:26,33.77612625,-118.5033928,2.106277226,59.78459594,0.31625,0,post,31
32,bw10_265a,832,335,3,163,None,9/22/2010 14:28,9/22/2010 14:42,33.77607956,-118.5027492,0.791136163,239.1132634,0.364078,0,post,32
33,bw10_265a,80,12,0,41,None,9/22/2010 14:45,9/22/2010 14:46,33.77747669,-118.5007863,-0.774007989,130.9970244,0.48128,0,post,33
34,bw10_265a,157,40,0,5,None,9/22/2010 14:47,9/22/2010 14:49,33.77739462,-118.4993741,-0.093646748,152.0494053,0.421673,0,post,34
35,bw10_265a,133,16,0,56,None,9/22/2010 14:49,9/22/2010 14:52,33.77717149,-118.4977529,0.176889203,62.92882864,0.212962,0,post,35
36,bw10_265a,77,10,0,44,None,9/22/2010 14:52,9/22/2010 14:54,33.77717942,-118.4970728,2.595125643,209.7599058,0.245895,0,post,36
37,bw10_265a,822,318,7,66,None,9/22/2010 14:54,9/22/2010 15:08,33.77814112,-118.4990223,0.060519301,283.9960094,0.391846,0,post,37
38,bw10_265a,50,7,0,128,None,9/22/2010 15:09,9/22/2010 15:10,33.77930758,-118.501752,-1.94E-06,100.0280832,0.025633,0,post,38
39,bw10_265a,74,9,0,127,None,9/22/2010 15:12,9/22/2010 15:13,33.77971843,-118.5027135,-0.685826118,189.5748808,0.276399,0,post,39
40,bw10_265a,818,319,7,159,None,9/22/2010 15:15,9/22/2010 15:29,33.78128001,-118.5035309,-1.420211557,104.1965492,0.747373,0,post,40
41,bw10_265a,124,16,0,52,None,9/22/2010 15:32,9/22/2010 15:34,33.78178252,-118.5025808,-1.47101164,251.1601412,0.005702,0,post,41
42,bw10_265a,150,18,0,49,None,9/22/2010 15:34,9/22/2010 15:37,33.78,-118.5009167,-0.5590754,139.407545,0.052267,0,post,42
43,bw10_265a,117,27,0,42,None,9/22/2010 15:38,9/22/2010 15:40,33.77875439,-118.500761,NA,NA,0.283796,0,post,43
44,bw10_265a,890,304,8,216,None,9/22/2010 15:40,9/22/2010 15:55,NA,NA,NA,NA,0.338472,0,post,44
1,bw10_266a,557,226,4,557,None,9/23/2010 14:59,9/23/2010 15:08,33.71302304,-118.3991416,NA,504.5692599,0.544436,0,pre,1
2,bw10_266a,457,237,2,139,None,9/23/2010 15:12,9/23/2010 15:19,33.71227859,-118.3937666,-0.231436889,525.7102263,0.158139,0,pre,2
3,bw10_266a,92,14,0,70,None,9/23/2010 15:22,9/23/2010 15:23,33.71044912,-118.3885327,1.05E-05,731.4084427,0.013668,0,pre,3
4,bw10_266a,655,253,4,237,None,9/23/2010 15:24,9/23/2010 15:35,33.70790387,-118.3812511,-0.249602555,1315.982219,0.086896,0,pre,4
5,bw10_266a,444,255,1,300,None,9/23/2010 15:39,9/23/2010 15:47,33.70076571,-118.3699238,0.111366573,804.9761942,0.153954,0,pre,5
6,bw10_266a,459,250,0,161,None,9/23/2010 15:52,9/23/2010 15:59,33.69706892,-118.3624537,0.34078151,912.7775176,0.137856,0,pre,6
7,bw10_266a,473,217,2,132,None,9/23/2010 16:02,9/23/2010 16:10,33.69548764,-118.3527833,-0.317476452,997.0898524,0.161351,0,pre,7
8,bw10_266a,142,18,0,91,None,9/23/2010 16:12,9/23/2010 16:14,33.69108984,-118.3434049,-0.229342741,921.5104216,0.012043,0,pre,8
9,bw10_266a,550,231,2,161,None,9/23/2010 16:16,9/23/2010 16:25,33.68548928,-118.3360786,-0.033203435,937.9285045,0.08025,0,pre,9
10,bw10_266a,196,18,0,99,PRN,9/23/2010 16:28,9/23/2010 16:31,33.67958602,-118.328854,0.170396652,874.8464051,0.00157,122.541735,during,10
11,bw10_266a,417,228,0,129,PRN,9/23/2010 16:32,9/23/2010 16:39,33.67511192,-118.32109,0.010580985,896.0988823,0.049366,132.165103,during,11
12,bw10_266a,173,17,0,140,PRN,9/23/2010 16:41,9/23/2010 16:44,33.67059959,-118.3130799,-0.440514909,1481.772831,0.008087,124.996085,during,12
13,bw10_266a,352,182,0,115,PRN,9/23/2010 16:47,9/23/2010 16:53,33.65915115,-118.3049207,0.232679366,1021.54097,0.020725,132.162381,during,13
14,bw10_266a,235,21,0,121,PRN,9/23/2010 16:54,9/23/2010 16:58,33.65254811,-118.2972647,0.961785298,744.8359283,0.002694,129.154176,during,14
15,bw10_266a,389,171,0,114,None,9/23/2010 17:00,9/23/2010 17:07,33.65363585,-118.2893335,-0.752686314,1039.271878,0.016818,0,post,15
16,bw10_266a,287,18,0,97,None,9/23/2010 17:09,9/23/2010 17:13,33.64841235,-118.280038,-0.594731279,527.4950059,0.00384,0,post,16
17,bw10_266a,178,15,0,118,None,9/23/2010 17:15,9/23/2010 17:18,33.64401727,-118.2779103,NA,NA,0.000808,0,post,17
1,bw11_210a,433,124,2,146,None,7/29/2011 12:39,7/29/2011 12:46,34.55204505,-120.7473203,NA,260.332728,0.856432,0,pre,1
2,bw11_210a,438,125,1,32,None,7/29/2011 12:49,7/29/2011 12:56,34.54983088,-120.7464064,-0.839037993,283.34752,0.577586,0,pre,2
3,bw11_210a,519,127,4,182,None,7/29/2011 12:56,7/29/2011 13:05,34.54760473,-120.7479048,-2.097407932,458.4318168,0.504204,0,pre,3
4,bw11_210a,661,123,7,135,None,7/29/2011 13:08,7/29/2011 13:19,34.55115392,-120.7504408,0.767554271,604.373091,0.462501,0,pre,4
5,bw11_210a,635,126,6,173,None,7/29/2011 13:21,7/29/2011 13:32,34.55260234,-120.7567937,2.145621245,33.29337692,0.522739,0,pre,5
6,bw11_210a,518,125,5,101,None,7/29/2011 13:35,7/29/2011 13:43,34.55231702,-120.7566849,0.229477484,664.2845042,0.673543,0,pre,6
7,bw11_210a,607,133,6,118,None,7/29/2011 13:45,7/29/2011 13:55,34.54717726,-120.7530037,-0.617048778,553.7919394,0.490519,0,pre,7
8,bw11_210a,537,154,4,136,None,7/29/2011 13:57,7/29/2011 14:06,34.54221854,-120.753489,-2.967926809,277.8970842,0.778945,0,pre,8
9,bw11_210a,602,123,6,135,None,7/29/2011 14:08,7/29/2011 14:18,34.54470437,-120.7537675,-1.3095051,191.5090824,0.951452,0,pre,9
10,bw11_210a,529,126,5,139,None,7/29/2011 14:21,7/29/2011 14:29,34.54530436,-120.75181,0.684664771,250.1542005,0.77983,0,pre,10
11,bw11_210a,607,141,6,163,None,7/29/2011 14:32,7/29/2011 14:42,34.54724425,-120.7504329,1.996895725,73.969907,0.666007,0,pre,11
12,bw11_210a,616,145,6,170,None,7/29/2011 14:44,7/29/2011 14:55,34.54731509,-120.751235,2.452038561,333.7347625,0.392708,0,pre,12
13,bw11_210a,637,149,6,174,None,7/29/2011 14:58,7/29/2011 15:08,34.54516624,-120.748697,-1.469313043,433.2071905,0.757909,0,pre,13
14,bw11_210a,466,145,4,126,None,7/29/2011 15:11,7/29/2011 15:19,34.54216658,-120.7517068,1.501281582,211.2669113,0.454261,0,pre,14
15,bw11_210a,524,146,5,126,SimMFA,7/29/2011 15:21,7/29/2011 15:30,34.54084927,-120.7500482,3.031393515,745.6962852,0.637524,111.656924,during,15
16,bw11_210a,459,145,4,135,SimMFA,7/29/2011 15:32,7/29/2011 15:39,34.5460007,-120.7552467,-2.841938927,428.3555864,0.548965,135.312639,during,16
17,bw11_210a,618,137,6,180,SimMFA,7/29/2011 15:41,7/29/2011 15:52,34.54390021,-120.7513324,NA,NA,0.581063,134.009797,during,17
1,bw11_210b,517,196,3,128,None,7/29/2011 12:27,7/29/2011 12:35,34.55186446,-120.7535573,NA,345.6065012,0.218704,0,pre,1
2,bw11_210b,428,107,4,116,None,7/29/2011 12:38,7/29/2011 12:45,34.55249013,-120.7572495,2.599923771,422.055063,0.652332,0,pre,2
3,bw11_210b,308,108,3,115,None,7/29/2011 12:47,7/29/2011 12:52,34.5499149,-120.7538711,-0.57140671,296.4464644,0.191112,0,pre,3
4,bw11_210b,446,117,4,116,None,7/29/2011 12:54,7/29/2011 13:01,34.54733764,-120.7530572,0.015975537,310.1426681,0.841796,0,pre,4
5,bw11_210b,407,124,4,112,None,7/29/2011 13:03,7/29/2011 13:10,34.54465277,-120.7521538,-0.702643353,298.4264522,0.39725,0,pre,5
6,bw11_210b,490,139,5,156,None,7/29/2011 13:12,7/29/2011 13:20,34.54221357,-120.7535041,-2.497117809,227.6265393,0.708017,0,pre,6
7,bw11_210b,502,132,4,125,None,7/29/2011 13:22,7/29/2011 13:31,34.54421236,-120.7540278,-0.525692547,310.9360115,0.361416,0,pre,7
8,bw11_210b,413,115,4,102,None,7/29/2011 13:33,7/29/2011 13:40,34.5468727,-120.7529944,-2.281513823,161.146552,0.700619,0,pre,8
9,bw11_210b,403,124,4,118,None,7/29/2011 13:41,7/29/2011 13:48,34.545635,-120.7520829,0.624465206,167.7918515,0.304573,0,pre,9
10,bw11_210b,416,125,4,120,None,7/29/2011 13:50,7/29/2011 13:57,34.54504738,-120.7503977,1.933526962,212.7644771,0.500984,0,pre,10
11,bw11_210b,431,119,4,120,None,7/29/2011 13:59,7/29/2011 14:06,34.5469575,-120.7503166,2.646290384,29.60157891,0.676978,0,pre,11
12,bw11_210b,420,121,4,122,None,7/29/2011 14:08,7/29/2011 14:15,34.54672773,-120.7504791,-1.439609838,53.76056533,0.321959,0,pre,12
13,bw11_210b,412,127,4,100,None,7/29/2011 14:17,7/29/2011 14:24,34.54691662,-120.7510187,-3.029040453,125.4658102,0.422389,0,pre,13
14,bw11_210b,406,121,3,118,None,7/29/2011 14:25,7/29/2011 14:32,34.54659574,-120.749707,-0.688393586,200.9634442,0.258081,0,pre,14
15,bw11_210b,449,135,4,121,None,7/29/2011 14:34,7/29/2011 14:42,34.54509802,-120.7484833,-1.957140616,124.0891482,0.770094,0,pre,15
16,bw11_210b,409,137,4,116,None,7/29/2011 14:44,7/29/2011 14:50,34.54486488,-120.7498067,0.826774931,302.1236171,0.759481,0,pre,16
17,bw11_210b,382,133,3,104,None,7/29/2011 14:52,7/29/2011 14:59,34.54252548,-120.7514771,0.104247293,290.6000208,0.322486,0,pre,17
18,bw11_210b,426,135,4,144,None,7/29/2011 15:00,7/29/2011 15:08,34.54015027,-120.752792,2.249544398,207.0819117,0.691034,0,pre,18
19,bw11_210b,429,143,4,123,None,7/29/2011 15:10,7/29/2011 15:17,34.54061037,-120.7506038,1.638342159,446.6889989,0.396261,0,pre,19
20,bw11_210b,427,121,5,128,SimMFA,7/29/2011 15:19,7/29/2011 15:26,34.54442719,-120.7521072,0.719903475,333.0113599,0.147949,103.957884,during,20
21,bw11_210b,251,113,0,77,SimMFA,7/29/2011 15:28,7/29/2011 15:32,34.54596056,-120.7552257,3.113550899,432.2262017,0.597677,135.388197,during,21
22,bw11_210b,347,115,1,115,SimMFA,7/29/2011 15:34,7/29/2011 15:40,34.54387733,-120.7512477,-0.431630726,606.3721612,0.14841,142.949671,during,22
23,bw11_210b,489,125,4,164,SimMFA,7/29/2011 15:41,7/29/2011 15:50,34.53929964,-120.7476636,-0.135633236,325.4884127,0.181552,136.690435,during,23
24,bw11_210b,458,136,4,127,SimMFA,7/29/2011 15:52,7/29/2011 16:00,34.53665135,-120.7461592,1.319057659,397.7693101,0.685341,140.37813,during,24
25,bw11_210b,435,142,4,152,None,7/29/2011 16:02,7/29/2011 16:09,34.53732602,-120.7418995,-0.309343433,435.5520381,0.369251,0,post,25
26,bw11_210b,354,139,2,93,None,7/29/2011 16:12,7/29/2011 16:18,34.53685167,-120.7371848,-0.830942914,248.0264399,0.465051,0,post,26
27,bw11_210b,348,136,0,107,None,7/29/2011 16:19,7/29/2011 16:25,34.53503293,-120.7356224,-2.163676072,354.7567323,0.557077,0,post,27
28,bw11_210b,234,137,0,107,None,7/29/2011 16:27,7/29/2011 16:31,34.53494859,-120.7394896,-0.184646383,615.3059347,0.368167,0,post,28
29,bw11_210b,444,134,4,126,None,7/29/2011 16:32,7/29/2011 16:40,34.53582626,-120.7461143,-0.706599549,397.5879449,0.487649,0,post,29
30,bw11_210b,509,121,3,127,None,7/29/2011 16:42,7/29/2011 16:50,34.53855249,-120.7489153,-1.44546504,416.4242867,0.605665,0,post,30
31,bw11_210b,404,113,3,116,None,7/29/2011 16:52,7/29/2011 16:59,34.54132468,-120.7458662,-1.354011978,465.2732979,0.337675,0,post,31
32,bw11_210b,417,123,3,125,None,7/29/2011 17:01,7/29/2011 17:08,34.53922654,-120.7414778,-0.203368168,339.1522578,0.283078,0,post,32
33,bw11_210b,409,132,4,108,None,7/29/2011 17:10,7/29/2011 17:17,34.53719547,-120.738721,NA,NA,0.917472,0,post,33
1,bw11_211a,417,111,3,128,None,7/30/2011 9:19,7/30/2011 9:26,NA,NA,NA,NA,0.537756,0,pre,1
2,bw11_211a,497,112,4,135,None,7/30/2011 9:28,7/30/2011 9:37,NA,NA,NA,NA,0.597673,0,pre,2
3,bw11_211a,466,110,4,139,None,7/30/2011 9:39,7/30/2011 9:47,34.56804991,-120.7550438,NA,176.3628148,0.950805,0,pre,3
4,bw11_211a,469,110,4,120,None,7/30/2011 9:49,7/30/2011 9:57,34.56853722,-120.7568745,-1.882667852,142.8199943,0.885664,0,pre,4
5,bw11_211a,538,107,4,89,None,7/30/2011 9:59,7/30/2011 10:08,34.56958203,-120.7559703,2.898786977,102.0786486,0.804895,0,pre,5
6,bw11_211a,160,42,0,28,None,7/30/2011 10:09,7/30/2011 10:12,34.56898501,-120.7568155,-3.68E-06,106.0920159,0.065857,0,pre,6
7,bw11_211a,517,144,3,144,None,7/30/2011 10:12,7/30/2011 10:21,34.56836452,-120.757694,-5.30E-06,152.6178016,0.487746,0,pre,7
8,bw11_211a,443,119,4,119,None,7/30/2011 10:23,7/30/2011 10:31,34.56747193,-120.7589577,0.798430026,398.0251262,0.749708,0,pre,8
9,bw11_211a,423,109,3,109,None,7/30/2011 10:33,7/30/2011 10:40,34.56390429,-120.7592458,-1.08563761,350.8802991,0.256758,0,pre,9
10,bw11_211a,455,127,4,123,None,7/30/2011 10:41,7/30/2011 10:49,34.56261639,-120.7627393,-0.825562715,462.611451,0.823472,0,pre,10
11,bw11_211a,392,135,3,98,None,7/30/2011 10:51,7/30/2011 10:58,34.56427223,-120.7673678,1.825700902,12.48945432,0.822726,0,pre,11
12,bw11_211a,424,147,3,123,None,7/30/2011 10:59,7/30/2011 11:06,34.56416132,-120.7673883,-0.196870925,131.9926396,0.33335,0,pre,12
13,bw11_211a,378,125,3,98,PRN,7/30/2011 11:08,7/30/2011 11:14,34.56304627,-120.767878,2.123956529,278.3622696,0.225279,119.30547,during,13
14,bw11_211a,476,136,4,131,PRN,7/30/2011 11:16,7/30/2011 11:24,34.5635561,-120.7649052,-3.040593776,188.6135302,0.58072,136.390546,during,14
15,bw11_211a,412,131,3,114,None,7/30/2011 11:26,7/30/2011 11:33,34.56304416,-120.7668666,-0.889620906,210.2092977,0.599252,0,post,15
16,bw11_211a,414,147,3,90,None,7/30/2011 11:35,7/30/2011 11:42,34.56409152,-120.7687746,1.400598821,313.8723822,0.665574,0,post,16
17,bw11_211a,373,156,3,144,None,7/30/2011 11:43,7/30/2011 11:49,34.56203112,-120.7711119,0.187626622,326.2220784,0.395935,0,post,17
18,bw11_211a,493,150,4,160,None,7/30/2011 11:52,7/30/2011 12:00,34.55955461,-120.7730144,2.807067701,192.1270527,0.640281,0,post,18
19,bw11_211a,376,146,3,90,None,7/30/2011 12:03,7/30/2011 12:09,34.56062965,-120.7713749,0.984002688,537.4691471,0.229466,0,post,19
20,bw11_211a,409,142,3,125,None,7/30/2011 12:10,7/30/2011 12:17,34.56544174,-120.771853,-0.5632262,335.0882862,0.357998,0,post,20
21,bw11_211a,499,171,3,163,None,7/30/2011 12:19,7/30/2011 12:28,34.5681143,-120.770171,-1.255600534,341.7950967,0.587602,0,post,21
22,bw11_211a,415,141,3,143,None,7/30/2011 12:30,7/30/2011 12:37,34.56760402,-120.7664942,-2.042568777,247.4189394,0.589171,0,post,22
23,bw11_211a,452,141,2,97,None,7/30/2011 12:39,7/30/2011 12:47,34.56581365,-120.7680935,-0.163723303,281.696323,0.657438,0,post,23
24,bw11_211a,423,150,3,138,None,7/30/2011 12:49,7/30/2011 12:56,34.56404662,-120.7702932,NA,NA,0.445615,0,post,24
1,bw11_213b,303,93,1,113,None,8/1/2011 10:21,8/1/2011 10:26,33.82555476,-118.4571155,NA,196.8899598,0.700781,0,pre,1
2,bw11_213b,277,117,0,87,None,8/1/2011 10:28,8/1/2011 10:32,33.8272305,-118.4564344,1.049256319,589.6881123,0.213667,0,pre,2
3,bw11_213b,359,83,0,95,None,8/1/2011 10:34,8/1/2011 10:40,33.83121995,-118.4606296,-0.245996799,735.4920277,0.191495,0,pre,3
4,bw11_213b,360,76,2,54,None,8/1/2011 10:41,8/1/2011 10:47,33.83710264,-118.4642506,-0.558271839,353.3066722,0.08297,0,pre,4
5,bw11_213b,97,49,1,67,None,8/1/2011 10:48,8/1/2011 10:50,33.84026573,-118.4639369,-0.509175808,237.2049309,0.054084,0,pre,5
6,bw11_213b,49,24,0,64,None,8/1/2011 10:51,8/1/2011 10:52,33.84203786,-118.4625123,0.28230873,248.9096321,0.086383,0,pre,6
7,bw11_213b,223,65,0,105,None,8/1/2011 10:53,8/1/2011 10:56,33.84416889,-118.4616971,-1.439257371,19.34903824,0.238769,0,pre,7
8,bw11_213b,296,73,2,62,None,8/1/2011 10:58,8/1/2011 11:03,33.84413788,-118.4614912,-1.392386711,275.817496,0.31133,0,pre,8
9,bw11_213b,171,68,1,92,None,8/1/2011 11:04,8/1/2011 11:07,33.84166017,-118.4614903,-0.867871387,320.1441249,0.391794,0,pre,9
10,bw11_213b,254,74,2,71,None,8/1/2011 11:08,8/1/2011 11:13,33.83979278,-118.4641236,-0.017488033,200.0058178,0.425257,0,pre,10
11,bw11_213b,224,69,2,84,None,8/1/2011 11:14,8/1/2011 11:17,33.83865025,-118.465793,3.11426038,141.0727382,0.327266,0,pre,11
12,bw11_213b,300,78,2,110,None,8/1/2011 11:19,8/1/2011 11:24,33.83942904,-118.4645894,-1.149246698,478.5010965,0.263856,0,pre,12
13,bw11_213b,215,75,1,116,None,8/1/2011 11:26,8/1/2011 11:29,33.83739177,-118.4600325,-0.142429898,380.9452426,0.214204,0,pre,13
14,bw11_213b,232,71,2,60,None,8/1/2011 11:31,8/1/2011 11:35,33.83535735,-118.4567197,-0.928792254,362.7134623,0.37855,0,pre,14
15,bw11_213b,270,73,2,128,None,8/1/2011 11:36,8/1/2011 11:40,33.83209916,-118.4566857,-1.410581745,413.9666374,0.630847,0,pre,15
16,bw11_213b,326,81,2,65,None,8/1/2011 11:43,8/1/2011 11:48,33.8314696,-118.4610978,-0.515670205,260.2415155,0.46194,0,pre,16
17,bw11_213b,132,80,1,77,None,8/1/2011 11:49,8/1/2011 11:51,33.83226898,-118.4637425,-0.21899326,256.5209915,0.502092,0,pre,17
18,bw11_213b,297,80,2,84,None,8/1/2011 11:52,8/1/2011 11:57,33.83351036,-118.4660797,-0.489870031,296.8269651,0.38736,0,pre,18
19,bw11_213b,285,79,3,100,None,8/1/2011 11:59,8/1/2011 12:04,33.83583461,-118.4676529,-1.948449254,171.2535061,0.717766,0,pre,19
20,bw11_213b,156,75,2,64,None,8/1/2011 12:05,8/1/2011 12:08,33.83604702,-118.4658186,1.491833952,263.5132802,0.393053,0,pre,20
21,bw11_213b,297,74,3,115,None,8/1/2011 12:09,8/1/2011 12:14,33.83841019,-118.4659843,-1.617905727,251.7130184,0.22101,0,pre,21
22,bw11_213b,205,63,1,78,None,8/1/2011 12:16,8/1/2011 12:19,33.83843634,-118.4632622,-2.060070597,244.7788909,0.320941,0,pre,22
23,bw11_213b,214,74,2,69,None,8/1/2011 12:20,8/1/2011 12:24,33.8364808,-118.4644727,0.000109166,223.2271916,0.24646,0,pre,23
24,bw11_213b,202,79,2,73,None,8/1/2011 12:25,8/1/2011 12:28,33.83469735,-118.4655764,-1.512325469,49.94215678,0.374482,0,pre,24
25,bw11_213b,235,81,2,69,None,8/1/2011 12:30,8/1/2011 12:33,33.83488104,-118.4660692,-2.540397222,134.5060138,0.633122,0,pre,25
26,bw11_213b,287,82,3,76,None,8/1/2011 12:35,8/1/2011 12:41,33.8351012,-118.4646389,-1.000809835,169.6411443,0.650688,0,pre,26
27,bw11_213b,215,78,2,91,None,8/1/2011 12:41,8/1/2011 12:44,33.83398458,-118.4633904,-1.289918372,99.54551613,0.536819,0,pre,27
28,bw11_213b,262,82,2,92,SimMFA,8/1/2011 12:46,8/1/2011 12:50,33.83321523,-118.4639392,0.258118196,197.1301316,0.525101,109.586766,during,28
29,bw11_213b,241,87,2,49,SimMFA,8/1/2011 12:52,8/1/2011 12:55,33.83151235,-118.4645241,2.671523733,84.72112622,0.513439,136.862275,during,29
30,bw11_213b,214,85,2,115,SimMFA,8/1/2011 12:56,8/1/2011 13:00,33.83207108,-118.463902,1.957582054,88.10520421,0.730951,131.846441,during,30
31,bw11_213b,271,87,2,113,SimMFA,8/1/2011 13:02,8/1/2011 13:06,33.83235393,-118.4647919,-0.626097446,144.0041177,0.617352,136.887795,during,31
32,bw11_213b,233,83,2,77,SimMFA,8/1/2011 13:08,8/1/2011 13:12,33.83343714,-118.4656432,1.662773618,116.4525387,0.35404,139.266957,during,32
33,bw11_213b,154,81,2,68,SimMFA,8/1/2011 13:13,8/1/2011 13:16,33.8327818,-118.4666249,-1.865815326,217.3683757,0.312448,140.650846,during,33
34,bw11_213b,214,83,1,57,None,8/1/2011 13:17,8/1/2011 13:20,33.83459795,-118.4674884,-0.868307833,150.4461256,0.40992,0,post,34
35,bw11_213b,165,82,2,47,None,8/1/2011 13:21,8/1/2011 13:24,33.8357924,-118.4667272,-1.100284641,92.550387,0.848017,0,post,35
36,bw11_213b,114,77,1,62,None,8/1/2011 13:25,8/1/2011 13:27,33.83577628,-118.4657264,2.717173392,45.28853195,0.595047,0,post,36
37,bw11_213b,132,79,2,52,None,8/1/2011 13:28,8/1/2011 13:20,33.83595192,-118.4661682,1.079068259,211.8461961,0.542468,0,post,37
38,bw11_213b,131,80,0,51,None,8/1/2011 13:31,8/1/2011 13:33,33.83481732,-118.4680076,2.388661252,200.6290662,0.097553,0,post,38
39,bw11_213b,202,89,0,90,None,8/1/2011 13:34,8/1/2011 13:37,33.8346045,-118.465853,-1.383977022,208.5078978,0.227829,0,post,39
40,bw11_213b,354,90,3,91,None,8/1/2011 13:39,8/1/2011 13:45,33.83273588,-118.465698,-1.712793599,129.3436192,0.724665,0,post,40
