Number,ID,DIVE.TIME,MAX.DEPTH,LUNGES,SURFACE.TIME,EXPOSURE,td,tu,lat,lon,turns,steps,var.head,medianRLrms,phase,dnum
41,bw11_213b,262,89,2,94,None,8/1/2011 13:46,8/1/2011 13:50,33.83282088,-118.467093,-1.573137274,27.67030741,0.524825,0,post,41
42,bw11_213b,237,89,2,76,None,8/1/2011 13:52,8/1/2011 13:56,33.83306876,-118.4670707,2.250231671,109.5152275,0.434636,0,post,42
43,bw11_213b,300,93,2,213,None,8/1/2011 13:57,8/1/2011 14:02,33.83250705,-118.4680431,-2.926455896,130.6092054,0.913212,0,post,43
44,bw11_213b,340,98,3,110,None,8/1/2011 14:06,8/1/2011 14:11,33.83336731,-118.4670826,-2.643855034,128.9094457,0.943526,0,post,44
45,bw11_213b,345,99,3,118,None,8/1/2011 14:13,8/1/2011 14:19,33.83224582,-118.4674299,0.180762366,158.3167231,0.913418,0,post,45
46,bw11_213b,365,101,3,117,None,8/1/2011 14:21,8/1/2011 14:27,33.83082735,-118.4675536,-2.546644976,102.1833323,0.752472,0,post,46
47,bw11_213b,396,103,3,137,None,8/1/2011 14:29,8/1/2011 14:35,33.83162434,-118.4681018,NA,NA,0.623018,0,post,47
48,bw11_213b,406,104,3,128,None,8/1/2011 14:38,8/1/2011 14:44,NA,NA,NA,NA,0.735999,0,post,48
49,bw11_213b,316,95,2,114,None,8/1/2011 14:46,8/1/2011 14:52,NA,NA,NA,NA,0.402425,0,post,49
50,bw11_213b,345,104,1,112,None,8/1/2011 14:54,8/1/2011 14:59,NA,NA,NA,NA,0.227191,0,post,50
51,bw11_213b,452,101,3,144,None,8/1/2011 15:01,8/1/2011 15:09,NA,NA,NA,NA,0.472327,0,post,51
1,bw11_214b,255,93,2,39,None,8/2/2011 9:07,8/2/2011 9:11,33.85632736,-118.496313,NA,507.1776964,0.049239,0,pre,1
2,bw11_214b,399,92,3,159,None,8/2/2011 9:12,8/2/2011 9:19,33.85624137,-118.4908277,-0.224560354,187.7657246,0.315135,0,pre,2
3,bw11_214b,204,74,2,35,None,8/2/2011 9:21,8/2/2011 9:25,33.85583232,-118.4888572,8.83E-07,147.9874537,0.49299,0,pre,3
4,bw11_214b,270,78,2,122,None,8/2/2011 9:25,8/2/2011 9:30,33.85550993,-118.4873041,-0.148845688,108.9802645,0.866705,0,pre,4
5,bw11_214b,265,82,0,31,None,8/2/2011 9:32,8/2/2011 9:36,33.85513353,-118.4862159,-2.550668479,423.4157008,0.124985,0,pre,5
6,bw11_214b,491,103,3,150,None,8/2/2011 9:37,8/2/2011 9:45,33.85437734,-118.4907046,-2.02E-06,498.916569,0.13642,0,pre,6
7,bw11_214b,405,103,3,57,None,8/2/2011 9:47,8/2/2011 9:54,33.85348632,-118.4959937,-2.44E-06,601.7082184,0.655974,0,pre,7
8,bw11_214b,394,104,3,75,None,8/2/2011 9:55,8/2/2011 10:01,33.85241173,-118.5023724,0.159328625,539.7450303,0.506198,0,pre,8
9,bw11_214b,398,99,3,73,None,8/2/2011 10:09,8/2/2011 10:09,33.85070179,-118.5078356,-0.762999425,152.9983558,0.016891,0,pre,9
10,bw11_214b,203,94,1,43,None,8/2/2011 10:11,8/2/2011 10:14,33.85124642,-118.5093551,-0.353979743,119.7454934,0.221381,0,pre,10
11,bw11_214b,103,30,1,26,None,8/2/2011 10:15,8/2/2011 10:16,33.85198935,-118.5102918,-3.00E-06,82.72707916,0.407476,0,pre,11
12,bw11_214b,130,29,1,3,None,8/2/2011 10:17,8/2/2011 10:19,33.85250261,-118.5109389,-2.85E-06,78.54220033,0.503367,0,pre,12
13,bw11_214b,62,34,1,55,None,8/2/2011 10:19,8/2/2011 10:20,33.8529899,-118.5115533,-0.075540787,45.87204317,0.451994,0,pre,13
14,bw11_214b,72,35,1,4,None,8/2/2011 10:21,8/2/2011 10:22,33.85329618,-118.5118853,-0.098813577,57.16214511,0.40542,0,pre,14
15,bw11_214b,175,51,1,63,None,8/2/2011 10:22,8/2/2011 10:25,33.85370983,-118.5122517,0.049645895,78.52193745,0.461822,0,pre,15
16,bw11_214b,142,27,2,55,None,8/2/2011 10:26,8/2/2011 10:28,33.85425663,-118.5127882,1.112941114,107.3637753,0.276006,0,pre,16
17,bw11_214b,69,13,0,68,None,8/2/2011 10:29,8/2/2011 10:30,33.8540359,-118.5139188,-7.02E-07,131.7649927,0.257369,0,pre,17
18,bw11_214b,254,63,2,18,None,8/2/2011 10:31,8/2/2011 10:36,33.85376501,-118.5153063,-6.52E-07,122.330323,0.531544,0,pre,18
19,bw11_214b,50,38,1,59,None,8/2/2011 10:36,8/2/2011 10:37,33.85351351,-118.5165944,-2.455898425,316.8204874,0.375241,0,pre,19
20,bw11_214b,176,50,1,75,None,8/2/2011 10:38,8/2/2011 10:41,33.85577512,-118.5145139,-1.256480012,303.9493623,0.196279,0,pre,20
21,bw11_214b,74,43,1,20,None,8/2/2011 10:42,8/2/2011 10:43,33.85485513,-118.5114183,-0.650778111,114.9720498,0.424764,0,pre,21
22,bw11_214b,102,46,1,5,None,8/2/2011 10:43,8/2/2011 10:45,33.8539886,-118.5107415,0.09115004,109.5395436,0.352419,0,pre,22
23,bw11_214b,143,47,1,3,None,8/2/2011 10:45,8/2/2011 10:48,33.85321506,-118.5100092,-1.136036012,75.12648185,0.877554,0,pre,23
24,bw11_214b,88,35,0,84,None,8/2/2011 10:48,8/2/2011 10:49,33.85261139,-118.5103725,0.418410701,56.52277621,0.645184,0,pre,24
25,bw11_214b,116,29,1,4,None,8/2/2011 10:50,8/2/2011 10:52,33.85210421,-118.5104015,1.178529155,119.709574,0.149261,0,pre,25
26,bw11_214b,105,44,1,119,None,8/2/2011 10:52,8/2/2011 10:54,33.85164337,-118.5092316,0.717450618,302.8814502,0.495165,0,pre,26
27,bw11_214b,106,47,1,28,None,8/2/2011 10:56,8/2/2011 10:58,33.85239305,-118.5060822,-0.116349339,134.8576492,0.157735,0,pre,27
28,bw11_214b,98,38,1,46,None,8/2/2011 10:58,8/2/2011 11:00,33.85258851,-118.5046426,-0.456114235,46.67235176,0.249965,0,pre,28
29,bw11_214b,75,37,1,9,None,8/2/2011 11:01,8/2/2011 11:02,33.85246575,-118.5041598,4.85E-07,56.58514588,0.391713,0,pre,29
30,bw11_214b,119,59,1,73,None,8/2/2011 11:02,8/2/2011 11:04,33.85231693,-118.5035746,-0.630036032,170.6777894,0.742143,0,pre,30
31,bw11_214b,154,47,0,35,None,8/2/2011 11:05,8/2/2011 11:08,33.85108916,-118.5024688,-2.194011626,268.433149,0.46678,0,pre,31
32,bw11_214b,132,43,1,78,None,8/2/2011 11:08,8/2/2011 11:11,33.85103484,-118.5053716,-0.086094816,323.0145111,0.37966,0,pre,32
33,bw11_214b,197,25,0,3,None,8/2/2011 11:12,8/2/2011 11:15,33.85122092,-118.5088584,0.464734632,67.1850267,0.378109,0,pre,33
34,bw11_214b,90,39,0,61,None,8/2/2011 11:15,8/2/2011 11:17,33.85098393,-118.5095267,2.630726446,153.8023685,0.648459,0,pre,34
35,bw11_214b,54,11,1,4,None,8/2/2011 11:18,8/2/2011 11:18,33.85083139,-118.5078733,-0.100012076,87.87856645,0.078675,0,pre,35
36,bw11_214b,125,46,0,53,PRN,8/2/2011 11:19,8/2/2011 11:21,33.85066582,-118.5069439,-0.935189963,79.5328405,0.502791,98.886768,during,36
37,bw11_214b,159,36,0,206,PRN,8/2/2011 11:21,8/2/2011 11:24,33.85001437,-118.5065906,-1.933034863,681.5232222,0.700105,108.420115,during,37
38,bw11_214b,235,47,0,65,PRN,8/2/2011 11:27,8/2/2011 11:31,33.84962314,-118.5139473,-0.761590778,577.2332676,0.138327,131.582673,during,38
39,bw11_214b,251,89,0,84,PRN,8/2/2011 11:32,8/2/2011 11:37,33.85296978,-118.5187166,-1.150739166,512.6396103,0.06387,127.555211,during,39
40,bw11_214b,218,64,0,33,PRN,8/2/2011 11:38,8/2/2011 11:42,33.85740037,-118.5172044,-0.988625387,274.7882252,0.169992,129.545226,during,40
41,bw11_214b,50,28,1,33,PRN,8/2/2011 11:42,8/2/2011 11:43,33.85814434,-118.5143701,-0.255251964,242.4209287,0.313243,121.599391,during,41
42,bw11_214b,190,59,0,31,PRN,8/2/2011 11:44,8/2/2011 11:47,33.8582515,-118.5117508,-0.685212295,272.8135308,0.170205,130.26653,during,42
43,bw11_214b,44,25,1,37,PRN,8/2/2011 11:47,8/2/2011 11:48,33.85678854,-118.5093832,-0.449790446,74.01679688,0.187369,119.703091,during,43
44,bw11_214b,36,12,1,6,PRN,8/2/2011 11:48,8/2/2011 11:49,33.85619932,-118.5090122,8.32E-06,216.4531107,0.391153,123.56765,during,44
45,bw11_214b,265,63,2,44,PRN,8/2/2011 11:49,8/2/2011 11:54,33.85447623,-118.5079273,-0.115729172,276.4484971,0.296891,130.345429,during,45
46,bw11_214b,81,32,1,54,None,8/2/2011 11:54,8/2/2011 11:56,33.85215786,-118.5068554,-0.242011159,156.9903067,0.089922,0,post,46
47,bw11_214b,81,30,1,23,None,8/2/2011 11:56,8/2/2011 11:58,33.85075878,-118.5066419,2.06E-06,156.9903474,0.204403,0,post,47
48,bw11_214b,117,43,0,15,None,8/2/2011 11:58,8/2/2011 12:00,33.84935971,-118.5064284,1.90E-06,144.9142029,0.165424,0,post,48
49,bw11_214b,36,6,1,50,None,8/2/2011 12:00,8/2/2011 12:01,33.84806825,-118.5062313,1.46E-06,111.3692721,0.204783,0,post,49
50,bw11_214b,62,20,1,22,None,8/2/2011 12:02,8/2/2011 12:03,33.84707575,-118.5060798,-1.133673707,107.3025006,0.264446,0,post,50
51,bw11_214b,74,31,0,63,None,8/2/2011 12:03,8/2/2011 12:04,33.84655781,-118.5070587,-0.961362958,121.6117909,0.345422,0,post,51
52,bw11_214b,157,51,1,20,None,8/2/2011 12:05,8/2/2011 12:08,33.84698304,-118.5082703,-0.617308663,174.2917292,0.543113,0,post,52
53,bw11_214b,79,40,1,47,None,8/2/2011 12:08,8/2/2011 12:10,33.84831532,-118.5092606,-1.921281058,36.23323074,0.636274,0,post,53
54,bw11_214b,31,15,1,51,None,8/2/2011 12:10,8/2/2011 12:11,33.84838226,-118.508877,-0.596128181,70.41030595,0.331471,0,post,54
55,bw11_214b,70,29,1,27,None,8/2/2011 12:12,8/2/2011 12:13,33.84814009,-118.5081735,1.44E-06,101.9738485,0.096166,0,post,55
56,bw11_214b,132,33,1,28,None,8/2/2011 12:13,8/2/2011 12:15,33.84778937,-118.5071546,1.71E-06,120.5885835,0.234013,0,post,56
57,bw11_214b,107,39,1,33,None,8/2/2011 12:16,8/2/2011 12:18,33.84737463,-118.5059496,0.110033864,110.3995477,0.613649,0,post,57
58,bw11_214b,110,25,1,64,None,8/2/2011 12:18,8/2/2011 12:20,33.84709841,-118.5048028,0.65369978,74.22549299,0.093163,0,post,58
59,bw11_214b,119,57,1,20,None,8/2/2011 12:21,8/2/2011 12:23,33.84734308,-118.5040559,1.13E-06,86.23585957,0.340036,0,post,59
60,bw11_214b,106,41,1,120,None,8/2/2011 12:23,8/2/2011 12:25,33.84762734,-118.5031882,1.65E-06,125.8702797,0.217637,0,post,60
61,bw11_214b,175,48,1,128,None,8/2/2011 12:27,8/2/2011 12:30,33.84804224,-118.5019218,1.18E-06,89.83838756,0.113844,0,post,61
62,bw11_214b,61,31,0,14,None,8/2/2011 12:32,8/2/2011 12:33,33.84833837,-118.5010178,5.10E-07,38.91387032,0.387259,0,post,62
63,bw11_214b,69,30,1,23,None,8/2/2011 12:33,8/2/2011 12:35,33.84846665,-118.5006263,6.17E-07,47.08091132,0.609445,0,post,63
64,bw11_214b,85,50,1,24,None,8/2/2011 12:35,8/2/2011 12:36,33.84862184,-118.5001526,6.45E-07,49.24271072,0.631612,0,post,64
65,bw11_214b,94,29,1,6,None,8/2/2011 12:37,8/2/2011 12:38,33.84878416,-118.4996571,8.66E-07,66.05716771,0.246499,0,post,65
66,bw11_214b,97,55,1,80,None,8/2/2011 12:38,8/2/2011 12:40,33.8490019,-118.4989924,-0.232006676,63.41465367,0.428843,0,post,66
67,bw11_214b,64,30,1,40,None,8/2/2011 12:41,8/2/2011 12:42,33.8490827,-118.4983134,-0.852274622,73.21494452,0.557344,0,post,67
68,bw11_214b,63,31,1,77,None,8/2/2011 12:43,8/2/2011 12:44,33.84865178,-118.4977152,3.21E-06,94.35262428,0.579055,0,post,68
69,bw11_214b,123,33,1,50,None,8/2/2011 12:45,8/2/2011 12:47,33.84809645,-118.4969442,4.92E-06,144.2866705,0.165721,0,post,69
70,bw11_214b,249,38,1,53,None,8/2/2011 12:48,8/2/2011 12:52,33.84724724,-118.4957651,4.37E-06,128.3576199,0.402753,0,post,70
71,bw11_214b,118,25,1,4,None,8/2/2011 12:53,8/2/2011 12:55,33.84649178,-118.4947163,3.82E-06,112.1219833,0.077515,0,post,71
72,bw11_214b,165,39,0,82,None,8/2/2011 12:55,8/2/2011 12:58,33.84583188,-118.4938001,3.15E-06,92.51632559,0.055437,0,post,72
73,bw11_214b,47,19,1,11,None,8/2/2011 12:59,8/2/2011 13:00,33.84528737,-118.4930441,1.76E-06,51.77252772,0.07379,0,post,73
74,bw11_214b,92,41,1,22,None,8/2/2011 13:00,8/2/2011 13:02,33.84498266,-118.4926211,2.040035503,46.66459584,0.648913,0,post,74
75,bw11_214b,86,39,1,57,None,8/2/2011 13:02,8/2/2011 13:03,33.84538984,-118.4925011,0.388848403,82.23719,0.322976,0,post,75
76,bw11_214b,51,21,1,24,None,8/2/2011 13:04,8/2/2011 13:05,33.84612071,-118.4926306,-1.82E-06,120.892432,0.232062,0,post,76
77,bw11_214b,141,47,0,105,None,8/2/2011 13:06,8/2/2011 13:08,33.84719513,-118.492821,-2.13E-06,141.3569407,0.280315,0,post,77
78,bw11_214b,118,35,0,13,None,8/2/2011 13:10,8/2/2011 13:12,33.84845143,-118.4930437,0.001523076,56.69834148,0.126265,0,post,78
79,bw11_214b,74,25,0,73,None,8/2/2011 13:12,8/2/2011 13:13,33.84895522,-118.4931339,3.136473885,130.5772633,0.314202,0,post,79
80,bw11_214b,127,29,1,64,None,8/2/2011 13:14,8/2/2011 13:16,33.84779412,-118.4929332,1.99E-06,135.2269365,0.652257,0,post,80
81,bw11_214b,139,21,1,22,None,8/2/2011 13:17,8/2/2011 13:20,33.84659168,-118.4927254,0.889945027,290.9081222,0.839189,0,post,81
82,bw11_214b,189,43,0,60,None,8/2/2011 13:20,8/2/2011 13:23,33.84524722,-118.4900273,0.124257286,358.9198408,0.088797,0,post,82
83,bw11_214b,152,66,0,3,None,8/2/2011 13:24,8/2/2011 13:27,33.84394539,-118.4864757,-0.189956789,149.3983022,0.579257,0,post,83
84,bw11_214b,58,23,1,22,None,8/2/2011 13:27,8/2/2011 13:28,33.84318066,-118.4851479,3.71E-06,132.7280045,0.163778,0,post,84
85,bw11_214b,103,47,1,25,None,8/2/2011 13:28,8/2/2011 13:30,33.84250126,-118.4839682,7.45E-06,266.0993536,0.231859,0,post,85
86,bw11_214b,159,51,1,132,None,8/2/2011 13:30,8/2/2011 13:33,33.84113918,-118.4816031,0.019112516,175.4221226,0.284507,0,post,86
87,bw11_214b,136,46,1,73,None,8/2/2011 13:35,8/2/2011 13:37,33.84026623,-118.4800235,2.952375388,42.43685212,0.220439,0,post,87
88,bw11_214b,167,48,0,38,None,8/2/2011 13:38,8/2/2011 13:41,33.84053341,-118.4803509,-1.86E-06,50.59372575,0.138593,0,post,88
89,bw11_214b,257,44,1,32,None,8/2/2011 13:42,8/2/2011 13:46,33.84085195,-118.4807412,-1.57E-06,42.74646085,0.612501,0,post,89
90,bw11_214b,67,31,0,59,None,8/2/2011 13:47,8/2/2011 13:48,33.84112108,-118.481071,-7.19E-07,19.51466587,0.757762,0,post,90
91,bw11_214b,54,27,1,10,None,8/2/2011 13:49,8/2/2011 13:50,33.84124394,-118.4812216,NA,NA,0.246528,0,post,91
92,bw11_214b,123,66,1,27,None,8/2/2011 13:50,8/2/2011 13:52,NA,NA,NA,NA,0.598412,0,post,92
93,bw11_214b,71,38,1,70,None,8/2/2011 13:52,8/2/2011 13:53,NA,NA,NA,NA,0.576287,0,post,93
1,bw11_218a,644,163,3,157,None,8/6/2011 16:26,8/6/2011 16:37,NA,NA,NA,NA,0.051805,0,pre,1
2,bw11_218a,472,213,0,125,None,8/6/2011 16:39,8/6/2011 16:47,33.16068659,-117.4425908,NA,1088.394953,0.039485,0,pre,2
3,bw11_218a,425,225,0,125,None,8/6/2011 16:49,8/6/2011 16:56,33.15273001,-117.4358035,0.518745346,979.0161174,0.11719,0,pre,3
4,bw11_218a,440,186,0,130,None,8/6/2011 16:58,8/6/2011 17:06,33.14905407,-117.4262606,1.70E-05,1048.356766,0.101514,0,pre,4
5,bw11_218a,486,190,0,144,None,8/6/2011 17:08,8/6/2011 17:16,33.14511791,-117.4160423,-0.286745875,1076.369923,0.018178,0,pre,5
6,bw11_218a,419,183,0,123,None,8/6/2011 17:18,8/6/2011 17:25,33.13875112,-117.4073513,-0.275520402,1195.836744,0.005717,0,pre,6
7,bw11_218a,463,199,0,144,None,8/6/2011 17:27,8/6/2011 17:35,33.1297465,-117.4003558,0.154531424,944.0413698,0.046308,0,pre,7
8,bw11_218a,269,35,0,86,PRN,8/6/2011 17:37,8/6/2011 17:42,33.12343285,-117.3935951,0.374776679,963.866801,0.002466,0,pre,8
9,bw11_218a,478,188,0,120,PRN,8/6/2011 17:43,8/6/2011 17:51,33.11955555,-117.3843512,0.109521954,918.8091233,0.017896,109.445326,during,9
10,bw11_218a,229,35,0,68,PRN,8/6/2011 17:53,8/6/2011 17:57,33.11669242,-117.3751084,-0.105580833,782.8888901,0.004778,107.542425,during,10
11,bw11_218a,374,149,0,76,PRN,8/6/2011 17:58,8/6/2011 18:04,33.11356805,-117.3675858,-0.420374492,845.2639855,0.003258,112.32327,during,11
12,bw11_218a,326,56,0,74,None,8/6/2011 18:05,8/6/2011 18:11,33.10770902,-117.3618196,-0.773544124,926.3115335,0.02226,0,post,12
13,bw11_218a,607,132,0,111,None,8/6/2011 18:12,8/6/2011 18:22,33.0994145,-117.3626145,-0.079603643,1209.858229,0.288926,0,post,13
14,bw11_218a,671,145,2,137,None,8/6/2011 18:24,8/6/2011 18:35,33.08868352,-117.3646704,0.351188487,976.4807758,0.091144,0,post,14
15,bw11_218a,336,147,0,58,None,8/6/2011 18:37,8/6/2011 18:43,33.08006884,-117.3626973,-0.016330492,945.0799192,0.113307,0,post,15
16,bw11_218a,574,113,2,122,None,8/6/2011 18:44,8/6/2011 18:54,33.07170633,-117.3609494,0.022569124,950.8835849,0.099555,0,post,16
17,bw11_218a,422,129,1,79,None,8/6/2011 18:56,8/6/2011 19:03,33.06332762,-117.3589664,NA,NA,0.127075,0,post,17
1,bw11_218b,572,207,5,222,None,8/6/2011 16:55,8/6/2011 17:04,33.17165459,-117.4553089,NA,548.9845483,0.389598,0,pre,1
2,bw11_218b,567,201,2,139,None,8/6/2011 17:08,8/6/2011 17:17,33.17564686,-117.4587679,-0.671794292,493.0552287,0.395737,0,pre,2
3,bw11_218b,517,147,5,169,None,8/6/2011 17:20,8/6/2011 17:28,33.18007237,-117.4585525,2.648244512,50.76028787,0.752628,0,pre,3
4,bw11_218b,461,158,4,175,None,8/6/2011 17:31,8/6/2011 17:39,33.17967924,-117.4588285,1.523512559,205.9959079,0.976368,94.990912,during,4
5,bw11_218b,451,144,4,128,PRN,8/6/2011 17:42,8/6/2011 17:49,33.17865759,-117.4569851,0.89778711,455.841798,0.701544,130.183084,during,5
6,bw11_218b,533,149,5,170,PRN,8/6/2011 17:51,8/6/2011 18:03,33.17993883,-117.4523381,-1.787781235,299.3288222,0.809273,139.168392,during,6
7,bw11_218b,462,149,4,155,None,8/6/2011 18:03,8/6/2011 18:11,33.17726294,-117.4520223,0.64672743,220.6349508,0.852783,0,post,7
8,bw11_218b,441,140,4,125,None,8/6/2011 18:13,8/6/2011 18:21,33.17580248,-117.4504214,-2.808783782,83.90152415,0.662741,0,post,8
9,bw11_218b,462,131,3,126,None,8/6/2011 18:23,8/6/2011 18:30,33.17616053,-117.4512138,2.952789419,264.0553667,0.523876,0,post,9
10,bw11_218b,471,126,5,144,None,8/6/2011 18:33,8/6/2011 18:40,33.174661,-117.4490179,0.358428183,207.3621571,0.736394,0,post,10
11,bw11_218b,365,121,3,103,None,8/6/2011 18:43,8/6/2011 18:49,33.17406692,-117.4469086,2.734889023,506.5945684,0.457466,0,post,11
12,bw11_218b,452,133,3,13,None,8/6/2011 18:51,8/6/2011 18:58,33.17711074,-117.4509505,NA,NA,0.131453,0,post,12
13,bw11_218b,406,140,2,146,None,8/6/2011 19:00,8/6/2011 19:07,NA,NA,NA,NA,0.141248,0,post,13
14,bw11_218b,570,143,3,133,None,8/6/2011 19:09,8/6/2011 19:19,NA,NA,NA,NA,0.415569,0,post,14
15,bw11_218b,407,118,4,141,None,8/6/2011 19:21,8/6/2011 19:28,NA,NA,NA,NA,0.288642,0,post,15
16,bw11_218b,412,108,3,107,None,8/6/2011 19:30,8/6/2011 19:37,NA,NA,NA,NA,0.612247,0,post,16
17,bw11_218b,535,97,3,128,None,8/6/2011 19:39,8/6/2011 19:48,NA,NA,NA,NA,0.369441,0,post,17
18,bw11_218b,371,85,0,89,None,8/6/2011 19:50,8/6/2011 19:56,NA,NA,NA,NA,0.109373,0,post,18
19,bw11_218b,353,81,0,98,None,8/6/2011 19:57,8/6/2011 20:03,NA,NA,NA,NA,0.063135,0,post,19
20,bw11_218b,368,75,0,79,None,8/6/2011 20:05,8/6/2011 20:11,NA,NA,NA,NA,0.018288,0,post,20
21,bw11_218b,424,51,2,122,None,8/6/2011 20:12,8/6/2011 20:19,NA,NA,NA,NA,0.469506,0,post,21
22,bw11_218b,289,17,0,93,None,8/6/2011 20:21,8/6/2011 20:26,NA,NA,NA,NA,0.002601,0,post,22
23,bw11_218b,286,14,0,87,None,8/6/2011 20:28,8/6/2011 20:33,NA,NA,NA,NA,0.002323,0,post,23
1,bw11_219b,451,262,2,215,None,8/7/2011 15:00,8/7/2011 15:08,32.75350474,-117.5682977,NA,653.2600669,0.299575,0,pre,1
2,bw11_219b,542,250,3,413,None,8/7/2011 15:11,8/7/2011 15:20,32.75533218,-117.5749286,-1.199460634,680.8741837,0.380257,0,pre,2
3,bw11_219b,533,249,3,236,None,8/7/2011 15:27,8/7/2011 15:36,32.76143888,-117.5753381,0.692139699,375.1165311,0.424519,0,pre,3
4,bw11_219b,553,260,1,287,None,8/7/2011 15:40,8/7/2011 15:49,32.76391506,-117.578056,1.201309285,618.6176058,0.314023,0,pre,4
5,bw11_219b,366,216,0,197,None,8/7/2011 15:54,8/7/2011 16:00,32.76184444,-117.5841886,2.04594387,716.1505563,0.19522,88.11856,during,5
6,bw11_219b,439,186,0,402,None,8/7/2011 16:03,8/7/2011 16:11,32.7576036,-117.578436,0.461300876,1124.897873,0.181043,116.867671,during,6
7,bw11_219b,482,246,3,268,None,8/7/2011 16:17,8/7/2011 16:25,32.75503815,-117.5668138,-1.28091557,341.5586522,0.401916,136.554265,during,7
8,bw11_219b,493,244,3,183,None,8/7/2011 16:30,8/7/2011 16:38,32.75197172,-117.5666873,-2.723764146,698.2289328,0.620054,0,post,8
9,bw11_219b,502,244,3,237,None,8/7/2011 16:41,8/7/2011 16:49,32.75761959,-117.5699313,-1.183665135,349.8001493,0.650837,0,post,9
10,bw11_219b,546,243,2,227,None,8/7/2011 16:53,8/7/2011 17:02,32.75996653,-117.5674467,NA,NA,0.448595,0,post,10
1,bw11_220a,574,257,3,136,None,8/8/2011 15:15,8/8/2011 15:25,NA,NA,NA,NA,0.597334,0,pre,1
2,bw11_220a,594,257,3,127,None,8/8/2011 15:27,8/8/2011 15:37,NA,NA,NA,NA,0.537371,0,pre,2
3,bw11_220a,531,251,2,89,None,8/8/2011 15:39,8/8/2011 15:48,NA,NA,NA,NA,0.38948,0,pre,3
4,bw11_220a,483,240,0,121,SimMFA,8/8/2011 15:49,8/8/2011 15:57,NA,NA,NA,NA,0.515302,107.612193,during,4
5,bw11_220a,598,252,2,159,SimMFA,8/8/2011 15:59,8/8/2011 16:09,NA,NA,NA,NA,0.198348,114.48532,during,5
6,bw11_220a,545,267,2,126,SimMFA,8/8/2011 16:12,8/8/2011 16:21,NA,NA,NA,NA,0.172539,115.129586,during,6
1,bw11_220b,468,247,2,187,None,8/8/2011 15:14,8/8/2011 15:22,32.90022002,-117.5501649,NA,501.6322459,0.229259,0,pre,1
2,bw11_220b,115,9,0,42,None,8/8/2011 15:25,8/8/2011 15:27,32.9002425,-117.5555319,-0.259824002,451.6667908,0.009006,0,pre,2
3,bw11_220b,448,252,2,149,None,8/8/2011 15:27,8/8/2011 15:35,32.90131126,-117.5601937,0.16481947,458.3855698,0.277814,0,pre,3
4,bw11_220b,126,10,0,92,None,8/8/2011 15:37,8/8/2011 15:40,32.90172504,-117.5650732,1.226579246,450.9490643,0.007225,0,pre,4
5,bw11_220b,521,241,2,167,SimMFA,8/8/2011 15:41,8/8/2011 15:50,32.89806244,-117.5671346,0.414305387,436.3189753,0.242825,100.222461,during,5
6,bw11_220b,129,11,9,70,SimMFA,8/8/2011 15:53,8/8/2011 15:55,32.89414464,-117.567273,0.524582538,290.9108712,0.001957,100.083775,during,6
7,bw11_220b,155,9,0,48,SimMFA,8/8/2011 15:56,8/8/2011 15:58,32.89184103,-117.5658035,0.046085999,261.8612694,0.001712,112.05905,during,7
8,bw11_220b,91,7,0,85,SimMFA,8/8/2011 15:59,8/8/2011 16:01,32.88982063,-117.5643687,0.04879351,170.7150261,0.003069,108.48863,during,8
9,bw11_220b,456,180,2,149,SimMFA,8/8/2011 16:02,8/8/2011 16:10,32.88854322,-117.5633582,2.510827055,277.6511998,0.772638,114.791714,during,9
10,bw11_220b,571,186,4,238,SimMFA,8/8/2011 16:12,8/8/2011 16:22,32.89103532,-117.5632368,0.318039931,513.1464075,0.4707,118.523717,during,10
11,bw11_220b,480,187,3,130,None,8/8/2011 16:26,8/8/2011 16:34,32.89547175,-117.5647277,-0.338139477,320.7537562,0.648714,0,post,11
12,bw11_220b,548,182,4,200,None,8/8/2011 16:36,8/8/2011 16:45,32.8983478,-117.564519,-0.309944166,233.3790474,0.728255,0,post,12
13,bw11_220b,481,183,3,143,None,8/8/2011 16:48,8/8/2011 16:56,32.90030327,-117.5636188,NA,NA,0.772713,0,post,13
14,bw11_220b,426,170,2,156,None,8/8/2011 16:59,8/8/2011 17:06,NA,NA,NA,NA,0.885476,0,post,14
15,bw11_220b,320,169,1,161,None,8/8/2011 17:08,8/8/2011 17:14,NA,NA,NA,NA,0.405778,0,post,15
1,bw11_221a,584,244,4,208,None,8/9/2011 12:31,8/9/2011 12:40,33.44920985,-117.9000597,NA,496.4502025,0.965188,0,pre,1
2,bw11_221a,477,214,2,166,None,8/9/2011 12:44,8/9/2011 12:52,33.45233937,-117.9038677,0.038597462,827.1032109,0.229372,0,pre,2
3,bw11_221a,567,245,4,130,None,8/9/2011 12:54,8/9/2011 13:04,33.457345,-117.9104488,0.079263843,403.3123554,0.654933,0,pre,3
4,bw11_221a,78,13,0,20,None,8/9/2011 13:06,8/9/2011 13:07,33.45956592,-117.9138798,2.469753612,161.8142982,0.116908,0,pre,4
5,bw11_221a,33,10,0,57,None,8/9/2011 13:08,8/9/2011 13:08,33.45815428,-117.9134642,0.652236121,317.1218893,0.046926,0,pre,5
6,bw11_221a,522,217,3,65,None,8/9/2011 13:09,8/9/2011 13:18,33.4563641,-117.9108081,0.28599548,283.7935142,0.623829,0,pre,6
